id,label,sentence,label_des,original_label
8723,110,我退货的话，现在就退款吗,买家咨询退款时间,110
8724,29,好的、谢谢、麻烦您了,买家催促发货,29
8725,48,那你说寄回的运费我承担,买家要求退运费,48
8726,60,这个第二条半价吧,买家咨询活动规则,60
8727,39,这个没有返现,买家向商家表达不好意思,39
8728,6,我晚上寄过来,买家表示具体时间寄回去,6
8729,26,已经领券了怎么就不能用呢？,买家表示优惠券无法使用,26
8730,1,你家裤子就这么让我失望吗,买家表达不满/生气,1
8731,91,颜色有色差吗？,买家咨询什么颜色好看,91
8732,98,没有好评返现活动蛮？,买家咨询是否有好评返现,98
8733,3,我已经拍了九十八付款了,买家表示不想要了,3
8734,79,你好，一箱多少个面包,买家咨询商品规格数量,79
8735,108,那就是到货你退我118？,买家咨询退款金额,108
8736,48,写的15天内退货包运费啊,买家要求退运费,48
8737,60,150克送150克,买家咨询活动规则,60
8738,56,没支付宝。微信行吗。,买家咨询返现方式,56
8739,71,你送我的优惠券呢,买家咨询如何领取优惠券,71
8740,1,这是骗人的？,买家表达不满/生气,1
8741,99,国庆有活动没有呢？,买家咨询是否有活动,99
8742,84,新旧款有何区别,买家咨询商品是不是预售款,84
8743,30,好的，不用回复了,买家催促回复,30
8744,69,你好，请问新疆喀什发货不,买家咨询偏远地区是否发货,69
8745,82,跟平常的西裤料子一样是吗,买家咨询商品区别,82
8746,95,天天我这不到,买家咨询是否可以拒收,95
8747,82,这款是一样的吗？,买家咨询商品区别,82
8748,97,指定中通，邮政不行吗,买家咨询是否可以指定快递,86
8749,48,麻烦快点啊,买家要求退运费,48
8750,49,算了不换了太麻烦了,买家要求修改收件信息,49
8751,85,我之前买了这个 后面的粘胶掉了  可以单独买吗,买家咨询商品是否可以单买/单卖,85
8752,61,拍两份发四箱？,买家咨询快递单号,61
8753,60,这个买一送一是现在就有吗,买家咨询活动规则,60
8754,56,发支付宝么,买家咨询返现方式,56
8755,22,亲帮我改个地址，改成：福建省福清市港头镇百墓街自取,买家表示需要退货退款,22
8756,7,你好！我退款什么时候才到账？,买家表示麻烦卖家，表达感谢,7
8757,82,顶装和侧装的区别是？,买家咨询商品区别,82
8758,77,其他的是散装。？,买家咨询商品的材质/面料,77
8759,5,嗯嗯，明白了,买家表示好的,5
8760,23,那我起重拍啊,买家表示要重拍,23
8761,5,我等下下班回去看看再联系你,买家表示好的,5
8762,54,能发货吗,买家咨询发货时间,54
8763,99,现在就有这个活动了是吧,买家咨询是否有活动,99
8764,106,亲 发中通或者百世不,买家咨询退换货支持快递,106
8765,97,不要送百世快递,买家咨询是否可以指定快递,97
8766,74,今天早上收到的货，下午已退回,买家咨询商家是否收到寄回的商品,74
8767,34,麻烦帮我催下都几天了还不发货,买家发送开票信息,34
8768,76,请问这个面粉生产地是什么地方？,买家咨询商品产地,76
8769,106,尼龙 合金 钢制 有什么不同,买家咨询退换货支持快递,106
8770,54,现在拍下可以发货吗,买家咨询发货时间,54
8771,66,今天还是没有发,买家咨询能否分开/一起发货,66
8772,89,真他妈狗,买家咨询商品质量是否有保障,89
8773,96,店家在嘛？,买家咨询是否可以微信支付,96
8774,61,黑金限量和那个限定有区别吗？,买家咨询快递单号,61
8775,22,我要退货回去，不要了，什么申请退款退货,买家表示需要退货退款,22
8776,105,那东西不在我这里，我怎么用运费险呢,买家咨询退换货运费由谁承担,105
8777,29,今天不发退吧,买家催促发货,29
8778,110,这个退款退哪里去了,买家咨询退款时间,110
8779,60,请问这款买一送一吗,买家咨询活动规则,60
8780,31,你好，亲,买家打招呼,31
8781,26,可以叠加使用500券么,买家表示优惠券无法使用,26
8782,5,模特身上的杏色感觉也不错,买家表示好的,5
8783,50,双十一下单的，还没有发货,买家要求延迟发货,50
8784,5,噢。好的,买家表示好的,5
8785,22,我已经寄出了，麻烦点一下同意换货,买家表示需要退货退款,22
8786,22,那我退款？,买家表示需要退货退款,22
8787,31,是真皮的嘛？,买家打招呼,31
8788,71,这个参加津贴吗？,买家咨询如何领取优惠券,71
8789,29,那就是说今天不能保证发货,买家催促发货,29
8790,67,能开专票呢？,买家咨询能否开发票及发票类型和寄送时间,67
8791,71,怎么没有显示领卷出来呀,买家咨询如何领取优惠券,71
8792,60,10包送碗吗,买家咨询活动规则,60
8793,78,绿色颜色正吗？,买家咨询商品的色差问题,78
8794,36,饼干的包装袋都湿了，快递也太不负责任啦,买家反馈收到的商品有问题,36
8795,40,有无糖吗,买家需要商品推荐,40
8796,60,买一根会送两根吗,买家咨询活动规则,60
8797,16,挖斗是合金么,买家表示收件信息不需要修改了,16
8798,104,可是我已经摘了那个吊牌。,买家咨询退换货规则,104
8799,114,请问我的运费险什么时候退,买家咨询运费险赔付规则,114
8800,73,请问一下发的是什么快递公司呀,买家咨询商家发货地,73
8801,60,双十二才35,买家咨询活动规则,60
8802,36,拆开纸箱都坏的,买家反馈收到的商品有问题,36
8803,77,最好今天发顺丰,买家咨询商品的材质/面料,77
8804,57,你好，不是我收到货给我返50元吗,买家咨询返现金额,57
8805,7,就这样吧，谢谢你了！,买家表示麻烦卖家，表达感谢,7
8806,82,车仔和乌冬面有什么区别,买家咨询商品区别,82
8807,77,不是穿过的味道，牛仔那种味道,买家咨询商品的材质/面料,77
8808,90,是有多少斤,买家咨询商品重量,90
8809,5,噢，好的，谢谢了,买家表示好的,5
8810,79,这个多少斤,买家咨询商品规格数量,79
8811,79,买多少送一箱,买家咨询商品规格数量,79
8812,90,22+22总重量是多少？？,买家咨询商品重量,90
8813,60,是不是买4免1,买家咨询活动规则,60
8814,82,我想问一下床单和床笠的区别？,买家咨询商品区别,82
8815,35,18709255756余睿琳,买家发送支付宝账号,35
8816,104,换货的寄来了吗,买家咨询退换货规则,104
8817,20,快递超慢,买家表示物流太慢了,20
8818,1,还到你这买的是傻瓜，效率太慢太慢了,买家表达不满/生气,1
8819,22,我的裤子尺码不合适，我退货了,买家表示需要退货退款,22
8820,71,怎么我200多！怎么领不了优惠券,买家咨询如何领取优惠券,71
8821,60,要是能发今天帮我发顺丰可以吗,买家咨询活动规则,60
8822,95,有三个漏气了。,买家咨询是否可以拒收,95
8823,60,我一会下单，能享受买1送1吗,买家咨询活动规则,60
8824,79,500克有多少个手撕面包？,买家咨询商品规格数量,79
8825,43,差价款怎么还没到帐,买家要求改商品信息,43
8826,38,还能优惠不,买家讨价还价,38
8827,103,请速给我地址，把裤子退还给你们,买家咨询退换货地址,103
8828,29,你好，明天不发货，我要退货,买家催促发货,29
8829,26,啊 那四十元卷怎么领,买家表示优惠券无法使用,26
8830,29,我的鞋二十几天了还不到,买家催促发货,29
8831,23,买回来不合适能退换吧,买家表示要重拍,23
8832,67,那我干脆申请退款，重新拍一件,买家咨询能否开发票及发票类型和寄送时间,67
8833,86,我买了两条裤子送袜子？,买家咨询商品是否有赠品,86
8834,99,哦，有什么活动吗,买家咨询是否有活动,99
8835,92,店里衣服任意两款9折是吗,买家咨询是否可以打折,92
8836,60,不是拍的两件吗？,买家咨询活动规则,60
8837,31,嗯那，我知道了,买家打招呼,31
8838,114,就是盒子跟吊牌不见了,买家咨询运费险赔付规则,114
8839,52,说实话  更喜欢白的   什么时候有货,买家咨询补货/上货时间,52
8840,43,你好，我想定制一个70cm乘两米长的桌布,买家要求改商品信息,43
8841,57,两件128的秋装会反款128吗？,买家咨询返现金额,57
8842,24,这快递也太慢了，路远的都到了,买家表示已经收到货了,24
8843,115,你们是哪里发货吗,买家咨询赠品何时发货,115
8844,44,有个包邮，请改下运费,买家要求改运费,44
8845,60,可以给满四百减五十的嘛,买家咨询活动规则,60
8846,6,现在已经交给快递员了,买家表示具体时间寄回去,6
8847,79,一斤几个？？,买家咨询商品规格数量,79
8848,82,白色和黑色为什么差了30元呢？有什么区别？,买家咨询商品区别,82
8849,29,你这还没发货呢啊,买家催促发货,29
8850,60,你好 这款是买一送一同款吗,买家咨询活动规则,60
8851,81,能不能订制1米的,买家咨询商品具体尺码尺寸,81
8852,29,就快点发货就行,买家催促发货,29
8853,98,好评有红包么？返现跟好评的红包分开的吧,买家咨询是否有好评返现,98
8854,49,付款后地址错了怎么改,买家要求修改收件信息,49
8855,43,山西省尖草坪区柴村街道金桥西街万科太原小镇s3幢，马小文收，15333641897,买家要求改商品信息,43
8856,41,发错衣服，说赔偿也没赔？？,买家要求补偿,41
8857,60,买一送一吗？,买家咨询活动规则,60
8858,109,你们催催快递公司能快点吗,买家咨询退款去向,109
8859,82,59的跟68的有区别吗,买家咨询商品区别,82
8860,36,今天收到货箱子都烂了,买家反馈收到的商品有问题,36
8861,22,我的裤子可以申请退款?,买家表示需要退货退款,22
8862,86,你好，请问这个送杯子？,买家咨询商品是否有赠品,86
8863,86,一份也送收纳箱吧,买家咨询商品是否有赠品,86
8864,82,加棉款一样嘛,买家咨询商品区别,82
8865,89,质量好吧，会不会洗过几水就倒绒了,买家咨询商品质量是否有保障,89
8866,90,这个可以减30嘛,买家咨询商品重量,90
8867,94,退了一件价格的钱,买家咨询是否可以改价,94
8868,11,这个是三盒还送一个嘛？,买家表示商家发错地址,11
8869,55,有什么发货快的快递吗,买家咨询发什么快递,55
8870,1,我也很心烦！！！！！！！！！！！！！！！！！！！！！！！！！！,买家表达不满/生气,1
8871,15,买2送1，是多少斤呢,买家表示是老顾客,15
8872,50,这个和第二代的那个有什么区别,买家要求延迟发货,50
8873,73,上海发货啊,买家咨询商家发货地,73
8874,90,请问一般是有多重，净重的,买家咨询商品重量,90
8875,86,我买的那个买一送一的退款需要怎么退？,买家咨询商品是否有赠品,86
8876,55,衣服快递太慢了，我都不在那里了，没法收快递,买家咨询发什么快递,55
8877,110,顺丰时候能到,买家咨询退款时间,110
8878,96,那这个店铺优惠券也不能叠加5元红包是吧,买家咨询是否可以微信支付,96
8879,80,一盒净重多少,买家咨询商品价格,80
8880,59,是多大尺寸的？,买家咨询换货发货时间,59
8881,29,我再买两条能不能快点发？,买家催促发货,29
8882,4,现在这包装太省事了吧，箱子都坏了,买家表示地址正确,4
8883,39,亲 货已经收到了 什么时候可以返十元,买家向商家表达不好意思,39
8884,75,每一片是不是单独包装的,买家咨询商品包装,75
8885,9,有的衣服不满意,买家表示拍错了,9
8886,82,打孔款和挂钩款有什么区别？,买家咨询商品区别,82
8887,7,好的，谢谢呦,买家表示麻烦卖家，表达感谢,7
8888,3,但是已经付款,买家表示不想要了,3
8889,2,发的什么快递呢？单号给我下，谢谢。,买家表达赞美/满意,2
8890,82,超亲跟蓝光有啥区别,买家咨询商品区别,82
8891,110,原路返回没收到钱,买家咨询退款时间,110
8892,37,地址信息改了吧~,买家确认地址是否修改成功,37
8893,1,尽你妈，快退，妈的，,买家表达不满/生气,1
8894,74,亲，我换的货寄出来了吗,买家咨询商家是否收到寄回的商品,74
8895,15,有买过了老客户,买家表示是老顾客,15
8896,54,你好，今天订，明天能发货吗？,买家咨询发货时间,54
8897,3,买给我姐姐的，找不到配套的麻烦,买家表示不想要了,3
8898,15,谢谢 /:^$^ 老老顾客啦,买家表示是老顾客,15
8899,60,这个裤子在双十一多少钱啊,买家咨询活动规则,60
8900,69,你们店的发货地是杭州么,买家咨询偏远地区是否发货,69
8901,1,拖这么多天你给我说没货了，你们也太不负责任了吧,买家表达不满/生气,1
8902,53,在吗在吗 大哥,买家咨询到货时间,53
8903,82,149那型跟169有什么区别阿,买家咨询商品区别,82
8904,82,这个跟68的有什么区别啊,买家咨询商品区别,82
8905,49,姐姐，能帮我修改下电话号吗,买家要求修改收件信息,49
8906,99,这个参加满300-30？,买家咨询是否有活动,99
8907,86,34元一箱？买一箱送一箱？,买家咨询商品是否有赠品,86
8908,59,好，麻烦快点，谢谢,买家咨询换货发货时间,59
8909,0,今天都涨价了吗,买家抱怨商品涨价了,0
8910,22,我的货是正在退货中吗,买家表示需要退货退款,22
8911,88,你好，我看快递签收了，,买家咨询商品是什么颜色,88
8912,92,邮费咋算啊,买家咨询是否可以打折,92
8913,65,问一下发票开了吗,买家咨询能否定制,65
8914,91,平时喜欢穿宽松点的,买家咨询什么颜色好看,91
8915,74,我申请退款，重新拍吧,买家咨询商家是否收到寄回的商品,74
8916,20,你们店所有衣服买一送一吗？,买家表示物流太慢了,20
8917,13,字都是一样吗,买家表示商品已经寄回去了,13
8918,56,不用微信，用支付宝,买家咨询返现方式,56
8919,0,满499不是减50吗,买家抱怨商品涨价了,0
8920,8,还是直接给券了我再拍吧,买家表示马上下单付款,8
8921,86,说的一罐送勺子,买家咨询商品是否有赠品,86
8922,5,我知道呢之前有买过,买家表示好的,5
8923,39,你好，不好意思因为假期出国了今天才收到试了一下太少了，想换大一点可以吗？,买家向商家表达不好意思,39
8924,38,你没给我优惠十块钱呢,买家讨价还价,38
8925,31,在的 亲爱的,买家打招呼,31
8926,55,能走邮政或者中通吗，申通收不了,买家咨询发什么快递,55
8927,93,为啥不发顺丰呢？,买家咨询是否可以发顺丰,93
8928,111,会发到哪里呢,买家咨询物流信息,111
8929,106,我这里可以收到百世 韵达 圆通 中通 ems和顺丰,买家咨询退换货支持快递,106
8930,97,中通和邮电局我不喜欢别的快递可以,买家咨询是否可以指定快递,97
8931,22,定做只能做这个色是吗？,买家表示需要退货退款,22
8932,65,你给我补发那种什么材质的，,买家咨询能否定制,65
8933,105,和牛仔料子是一样的嘛,买家咨询退换货运费由谁承担,105
8934,36,我的快递怎么一直没动过,买家反馈收到的商品有问题,36
8935,105,是商家自付？邮费,买家咨询退换货运费由谁承担,105
8936,22,我那弄不到延迟收货时呢,买家表示需要退货退款,22
8937,1,麻烦和仓库说声快点发货，我送给爷爷生日礼物，还有5天就生日了，阴历10.24,买家表达不满/生气,1
8938,31,我说问问你,买家打招呼,31
8939,1,不觉得搞笑啊,买家表达不满/生气,1
8940,73,白色裤子不太喜欢,买家咨询商家发货地,73
8941,65,你好，我想问下定制长110宽70的桌布有多大,买家咨询能否定制,65
8942,88,请问是什么材质？,买家咨询商品是什么颜色,88
8943,75,一盒是多少克呢,买家咨询商品包装,75
8944,88,本来想退货的 但还挺喜欢这件就不想退了,买家咨询商品是什么颜色,88
8945,110,请问，退款什么时间到,买家咨询退款时间,110
8946,85,防拦是单独买吗,买家咨询商品是否可以单买/单卖,85
8947,86,不送吧,买家咨询商品是否有赠品,86
8948,65,可以定制画吗,买家咨询能否定制,65
8949,102,亲，韵达能收到吗,买家咨询是否有味道,102
8950,77,你好 我问气缸是啥材质,买家咨询商品的材质/面料,77
8951,42,这几个一共多少个,买家要求发货检查,42
8952,47,有微信吗？,买家要求添加商家微信,47
8953,86,亲 改一下地址,买家咨询商品是否有赠品,86
8954,13,你好我已经去寄了,买家表示商品已经寄回去了,13
8955,82,那几个价格有什么区别,买家咨询商品区别,82
8956,27,您的尺寸，真心看不懂,买家表示有疑问/不理解,27
8957,36,对了，我想问问你们家的包装都这样的吗？瘪瘪的像漏气了一样/:?,买家反馈收到的商品有问题,36
8958,80,单拍一件又能拍了，给我去掉邮费，一起发过来吧,买家咨询商品价格,80
8959,54,现在拍下。今天还可以发货吗？,买家咨询发货时间,54
8960,76,这款燕麦的产地是哪里的？,买家咨询商品产地,76
8961,30,揭阳哪里发货？,买家催促回复,30
8962,70,麻烦老板帮我改下,买家咨询如何加入会员,70
8963,105,第一次换货包邮,买家咨询退换货运费由谁承担,105
8964,4,现在比双十一贵3块,买家表示地址正确,4
8965,115,卡其色，颜色正吗,买家咨询赠品何时发货,115
8966,105,我是说退换的运费,买家咨询退换货运费由谁承担,105
8967,24,你好，内衣收到货了,买家表示已经收到货了,24
8968,97,可以指定发圆通快递嘛？,买家咨询是否可以指定快递,97
8969,54,亲 我要买个发票,买家咨询发货时间,54
8970,44,改下邮费哦??亲亲,买家要求改运费,44
8971,30,明天   后天能发吗,买家催促回复,30
8972,12,请问我买的打底裤是不是货发错了？,买家表示商家发错货了,12
8973,66,一次拍下的一起发货吧？,买家咨询能否分开/一起发货,66
8974,90,亲面包是多少克,买家咨询商品重量,90
8975,49,我改了下地址重新拍了～,买家要求修改收件信息,49
8976,60,双十一能使用购物津贴吗,买家咨询活动规则,60
8977,15,原来买的都有70个，,买家表示是老顾客,15
8978,60,买500g送500g和买500g送同款500g有什么区别,买家咨询活动规则,60
8979,22,退款快点哦,买家表示需要退货退款,22
8980,44,小姐姐，漏拍了一件，可以改运费吗 /:018,买家要求改运费,44
8981,21,好的先买一条试试看,买家表示先买来试试,21
8982,67,你们可以开专票，是吗？,买家咨询能否开发票及发票类型和寄送时间,67
8983,110,退款之后多长时间到账,买家咨询退款时间,110
8984,28,嗯??麻烦了,买家表示再看看,28
8985,114,上面不是写着有退运费险？,买家咨询运费险赔付规则,114
8986,31,那给我做个吧。,买家打招呼,31
8987,57,收货返现？,买家咨询返现金额,57
8988,30,亲，这个几斤的？,买家催促回复,30
8989,107,退货原因选哪个啊,买家咨询退货退款原因选什么,107
8990,1,你今晚就给我处理退款，不然我要投诉你们虚假发货，根本没发货！还假装发出……,买家表达不满/生气,1
8991,102,挺刺鼻的味道,买家咨询是否有味道,102
8992,29,能不能快点呀,买家催促发货,29
8993,97,麻烦发中通哦,买家咨询是否可以指定快递,97
8994,55,退货发韵达快递了哦,买家咨询发什么快递,55
8995,60,亲，这个是买二送一吗,买家咨询活动规则,92
8996,67,发票可以给我开了,买家咨询能否开发票及发票类型和寄送时间,67
8997,49,广东省佛山市南海区大沥镇黄岐泌冲工业区一铭公司，张东光，18929916022,买家要求修改收件信息,49
8998,18,微信老顾客五折,买家表示无法申请退款,18
8999,38,我能不能日常价买秒杀款 我自己补差价 然后这样参加买三免一,买家讨价还价,38
9000,86,对了亲有什么赠品吗,买家咨询商品是否有赠品,86
9001,53,我急穿，到山东日照发顺丰，周六能到吗,买家咨询到货时间,53
9002,60,花茶买一送一，怎么没送呢？,买家咨询活动规则,60
9003,55,我给单位采购，请问您这可以开增值税专用发票吗 ？,买家咨询发什么快递,55
9004,75,东西刚收到，包装怎么这么简陋,买家咨询商品包装,75
9005,29,不好意思，亲，麻烦了,买家催促发货,29
9006,20,叫快递派送一下吧,买家表示物流太慢了,20
9007,21,等晚上带回去试试,买家表示先买来试试,21
9008,95,但就是新疆发不发货,买家咨询是否可以拒收,95
9009,65,请问尺寸可以定制不,买家咨询能否定制,81
9010,3,您好   这件衣服我不想要了,买家表示不想要了,3
9011,87,没色差嘛？,买家咨询商品是否有质保，质保多久,87
9012,99,我发的这个活动,买家咨询是否有活动,99
9013,92,新款有打折吗,买家咨询是否可以打折,92
9014,54,亲，早点发,买家咨询发货时间,54
9015,54,我还想再买三个，还有活动吗？,买家咨询发货时间,54
9016,110,过年前能收到吧,买家咨询退款时间,110
9017,46,发了不嘛，发了，就不退了，,买家要求取消退换货退款,46
9018,114,如不合穿包退运费险吗,买家咨询运费险赔付规则,114
9019,79,对啊，不是买一送一吗？,买家咨询商品规格数量,79
9020,98,在吗忙不,买家咨询是否有好评返现,98
9021,106,我寄圆通可以的吧？,买家咨询退换货支持快递,106
9022,90,老板，虾净重有多重？,买家咨询商品重量,90
9023,15,100拍了美女江苏老顾客了,买家表示是老顾客,15
9024,94,那应该给我改价呀,买家咨询是否可以改价,94
9025,23,不用退，上次买的是大码小了，现在想重新买一件,买家表示要重拍,23
9026,98,麻烦退款,买家咨询是否有好评返现,98
9027,105,不合适的话退换还要自己出运费啊,买家咨询退换货运费由谁承担,105
9028,1,行，你这样的态度,买家表达不满/生气,1
9029,82,床单款跟床笠款有什么区别,买家咨询商品区别,82
9030,85,那个贴的粘贴有吗单独买,买家咨询商品是否可以单买/单卖,85
9031,58,升级款有啥子区别,买家咨询返现时间,58
9032,90,每份净重只有4.5斤？,买家咨询商品重量,90
9033,49,亲，要改地址,买家要求修改收件信息,49
9034,51,怎么延期收货呢,买家要求延长收货时间,51
9035,29,稍等一下哈,买家催促发货,29
9036,12,你好，请问蓝色还补货吗？,买家表示商家发错货了,12
9037,76,是买一赠一么这个？,买家咨询商品产地,76
9038,65,能定制不,买家咨询能否定制,65
9039,31,还没回答我的问题哦,买家打招呼,31
9040,114,这邮费怎么退,买家咨询运费险赔付规则,114
9041,46,没申请的不退,买家要求取消退换货退款,46
9042,9,好了，麻烦快点。,买家表示拍错了,9
9043,59,在吗。那个退换的衣服发货了嘛,买家咨询换货发货时间,59
9044,99,双十二，毛衣有啥活动呀,买家咨询是否有活动,99
9045,97,尽量顺风和韵达或者百世快递,买家咨询是否可以指定快递,97
9046,106,只能寄中通,买家咨询退换货支持快递,106
9047,3,我的东西现在是到哪里了,买家表示不想要了,3
9048,99,压根就不便宜呢,买家咨询是否有活动,99
9049,82,无，跟有背胶，有什么区别,买家咨询商品区别,82
9050,56,我没支付宝那退到哪里了,买家咨询返现方式,56
9051,32,支付宝帐号931388429@qq、com,买家对特定款式/颜色表达喜好,32
9052,40,哪一款好些啊，推荐一下,买家需要商品推荐,40
9053,112,黑色1和2有什么区别！,买家咨询优惠券使用规则,112
9054,94,您那边不是可以改价格吗,买家咨询是否可以改价,94
9055,97,用圆通吧,买家咨询是否可以指定快递,97
9056,100,这个两套八折，是只有其中一套八折吗,买家咨询是否有买家秀,100
9057,109,啊？返到哪里呀,买家咨询退款去向,109
9058,57,忘记了你家不是说我收到货返10元钱吗？,买家咨询返现金额,57
9059,61,寄回来得单号发我吧,买家咨询快递单号,61
9060,78,毛衣外套色差大吗,买家咨询商品的色差问题,78
9061,60,亲 这个是买2发3包吗,买家咨询活动规则,60
9062,65,可以订做是吗,买家咨询能否定制,65
9063,46,我不退了，裤子在我这，我点了送货退款怎么取消退货,买家要求取消退换货退款,46
9064,31,姐妹  在吗,买家打招呼,31
9065,82,上面请刻云 /:Y 潇谢谢,买家咨询商品区别,82
9066,111,家里人不适合 所以退款了,买家咨询物流信息,111
9067,46,好的，我这边申请退,买家要求取消退换货退款,46
9068,15,你们家衣服我也买了好几件了,买家表示是老顾客,15
9069,50,新疆不发货了吗？,买家要求延迟发货,50
9070,54,现在发不来  晚点发货吧,买家咨询发货时间,54
9071,66,之前已经拍过了,买家咨询能否分开/一起发货,66
9072,78,那这也色差也太大了吧,买家咨询商品的色差问题,78
9073,97,帮我备注一下邮政,买家咨询是否可以指定快递,97
9074,71,你们这款现在没做活动吗？,买家咨询如何领取优惠券,71
9075,7,好的谢谢你呀,买家表示麻烦卖家，表达感谢,7
9076,82,这款跟59的有什么区别,买家咨询商品区别,82
9077,49,能否改地址,买家要求修改收件信息,49
9078,71,大概什么时候会发,买家咨询如何领取优惠券,71
9079,64,这个我是让你们到付,买家咨询能否到付,64
9080,58,已追评 如何返现呢,买家咨询返现时间,58
9081,15,行，我在想想,买家表示是老顾客,15
9082,75,肤色打底裤颜色正吗,买家咨询商品包装,75
9083,22,已经退了哦，注意查收,买家表示需要退货退款,22
9084,9,亲，图片是什么颜色？,买家表示拍错了,9
9085,81,19.8元，多少斤？,买家咨询商品具体尺码尺寸,81
9086,67,今天发票能寄出吗,买家咨询能否开发票及发票类型和寄送时间,67
9087,90,就是没有2斤是吗？,买家咨询商品重量,90
9088,49,我刚刚咨询的那问题，地址能改吗,买家要求修改收件信息,49
9089,100,返回的邮费怎么给我,买家咨询是否有买家秀,100
9090,86,还送一箱吗,买家咨询商品是否有赠品,86
9091,60,是不是买1送4？,买家咨询活动规则,60
9092,29,嗯嗯，好的。谢谢。,买家催促发货,29
9093,75,喜欢宽松的呢,买家咨询商品包装,75
9094,58,麻烦你延长一下收货时间,买家咨询返现时间,58
9095,71,领卷可以领5块。用却用不了,买家咨询如何领取优惠券,71
9096,1,你这也太坑了,买家表达不满/生气,1
9097,71,我领不了啊？,买家咨询如何领取优惠券,71
9098,19,71怎么付不了款？,买家表示无法下单,19
9099,54,我就问今天能不能发货,买家咨询发货时间,54
9100,67,可以开个收据吧,买家咨询能否开发票及发票类型和寄送时间,67
9101,60,现在还买一送一？,买家咨询活动规则,60
9102,109,给我发支付宝了吗,买家咨询退款去向,109
9103,2,亲，皮裤质量挺好,买家表达赞美/满意,2
9104,2,就是好评返现，加微信返现的,买家表达赞美/满意,2
9105,69,新疆不发货吗？？,买家咨询偏远地区是否发货,69
9106,104,这个我妈妈喝了一瓶还是不解大便还可以退货吗,买家咨询退换货规则,104
9107,50,这个今天先别发货可以嘛,买家要求延迟发货,50
9108,111,帮我查到了吗,买家咨询物流信息,111
9109,20,韵达很快呀，中通有点慢,买家表示物流太慢了,20
9110,103,你好。能改个地址吗,买家咨询退换货地址,103
9111,48,不好意思，我想问一下，我退的物品，运费险是以什么样的形式退还的呢？,买家要求退运费,48
9112,99,你这款怎么双十一还涨价了呢,买家咨询是否有活动,99
9113,104,亲，现在可以退换吗,买家咨询退换货规则,104
9114,28,我在想想吧！,买家表示再看看,28
9115,60,关注了怎么没优惠呢,买家咨询活动规则,60
9116,90,这个不是一罐送5小罐吗？到了5件货，大罐6罐，小罐只有20罐,买家咨询商品重量,90
9117,82,有什么区区别,买家咨询商品区别,78
9118,20,亲 啊催一下物流,买家表示物流太慢了,20
9119,74,现在下单，收到货还有反现吗,买家咨询商家是否收到寄回的商品,74
9120,22,裤子有点肥，我还是申请退货,买家表示需要退货退款,22
9121,25,我这次要下单了,买家表示已下单付款,25
9122,20,帮我催一下快递，等着穿着,买家表示物流太慢了,20
9123,83,冬装什么时候上新呀,买家咨询商品上新时间,83
9124,65,发货是从哪里发的呀？你这,买家咨询能否定制,65
9125,88,这个衣服不是米白色吧,买家咨询商品是什么颜色,88
9126,42,你好现在买明天能发货吗,买家要求发货检查,42
9127,49,刚才我下单了  忘了更改地址了,买家要求修改收件信息,49
9128,111,物流是怎么了,买家咨询物流信息,111
9129,66,买两箱分别发两个地址可以吗,买家咨询能否分开/一起发货,66
9130,77,一份也送收纳盒的吧？,买家咨询商品的材质/面料,77
9131,62,需要提供支付宝不,买家咨询买多件能否优惠,62
9132,60,买一送一一共几个,买家咨询活动规则,60
9133,97,哦！好的，谢谢,买家咨询是否可以指定快递,97
9134,67,今天我给你邮过去,买家咨询能否开发票及发票类型和寄送时间,67
9135,38,返价格最低的原价是吧,买家讨价还价,38
9136,62,嗯嗯，两件能优惠多少,买家咨询买多件能否优惠,62
9137,82,粉霜有两款，怎么区别,买家咨询商品区别,82
9138,58,退货地址是申请退货显示那个呗,买家咨询返现时间,58
9139,6,好的，我明天一早就去寄,买家表示具体时间寄回去,6
9140,54,我一天买了5件货，别的昨天都到货了，这个还没发，怎么回事？,买家咨询发货时间,54
9141,38,双11好像贵了,买家讨价还价,38
9142,82,女款跟男款是不是不一样大,买家咨询商品区别,82
9143,71,嗯。双十一是不是有优惠？,买家咨询如何领取优惠券,71
9144,105,那个寄回去的快递费用怎么说？,买家咨询退换货运费由谁承担,105
9145,41,我都忘记是怎么加到你得了,买家要求补偿,41
9146,99,现在不直接优惠？,买家咨询是否有活动,99
9147,79,这两个,买家咨询商品规格数量,79
9148,60,双十有优惠力度吗,买家咨询活动规则,60
9149,22,那那个就别退回了,买家表示需要退货退款,22
9150,54,如果我现在买了，啥时候可以发货啊,买家咨询发货时间,54
9151,79,我是申请退款吗？,买家咨询商品规格数量,79
9152,59,你是说哪里是塑料？,买家咨询换货发货时间,59
9153,60,一个箱还是两个,买家咨询活动规则,60
9154,29,我如果现在下单几天能发货,买家催促发货,29
9155,2,快递费我先付了,买家表达赞美/满意,2
9156,14,等一下我还要一双,买家表示稍等,14
9157,99,滚滚滚，别打扰我。,买家咨询是否有活动,99
9158,90,請問買2送1是多少克一包的,买家咨询商品重量,90
9159,117,这个今天下单可以发嘛？,买家咨询自己的旺旺昵称,117
9160,22,处理一下退款吧谢谢,买家表示需要退货退款,22
9161,77,9.8的是什么材质的,买家咨询商品的材质/面料,77
9162,90,有一斤吗？,买家咨询商品重量,90
9163,43,刚才两件可以帮改成110码,买家要求改商品信息,43
