text	label	words
恋人因感情遭家长反对欲跳楼殉情(图)	5	恋人 因 感情 遭 家长 反对 欲跳楼 殉情 ( 图 )
李玮锋：中超对外援依赖严重 卡马乔给我们先进打法	7	李玮锋 ： 中超 对 外援 依赖 严重   卡马乔 给 我们
团伙让卖淫女色诱男子用假币调换真币	5	团伙 让 卖淫女 色诱 男子 用 假币 调换 真币
通州世纪星城全朝阳43平起1-3居现房11月开盘	1	通州 世纪 星城全 朝阳 43 平起 1 - 3 居 现房 
张曼玉被曝与德籍男友分手 姐弟恋宣告终结	9	张曼玉 被 曝 与 德籍 男友 分手   姐弟恋 宣告 终结
淘京城采光充足日光房 晒出冬季晴好心情(图)	1	淘 京城 采光 充足 日光 房   晒出 冬季 晴好 心情 
云南大学2012年硕士研究生招生简章	3	云南大学 2012 年 硕士 研究生 招生简章
台媒体称蔡英文家族企业违规捐政治献金遭罚	6	台 媒体 称 蔡 英文 家族企业 违规 捐 政治 献金 遭罚
俄美民用核能合作协议正式生效	6	俄美 民用 核能 合作 协议 正式 生效
开发商提价终结小阳春 买家放弃抄底重陷观望	1	开发商 提价 终结 小阳春   买家 放弃 抄底 重陷 观望
海地居民抗议援助分配低效组织混乱	6	海地 居民 抗议 援助 分配 低效 组织 混乱
研究生张轶佳参加亚运：我不是来“打酱油”的	3	研究生 张轶佳 参加 亚运 ： 我 不是 来 “ 打 酱油 
证券业：券商09年上半年经纪业务评论	2	证券业 ： 券商 09 年 上半年 经纪 业务 评论
对话韩剧《明月》主演 Eric透露神话明年重聚	9	对话 韩剧 《 明月 》 主演   Eric 透露 神话 明
草蜢个唱挑战红馆质量 表演服似皇帝的新衣(图)	9	草蜢 个 唱 挑战 红馆 质量   表演 服似 皇帝 的 新
《无双大蛇Z》PS3登场 3月12日上市	8	《 无双 大蛇 Z 》 PS3 登场   3 月 12 日 
2009年中国广告营业额达到2041亿元	4	2009 年 中国 广告 营业额 达到 2041 亿元
朝阳世茂工三产权酒店推60平起0至3居精装房	1	朝阳 世茂工 三 产权酒店 推 60 平起 0 至 3 居 
北影表演学院2010招生初试3月2日发榜	3	北影 表演 学院 2010 招生 初试 3 月 2 日 发榜
察言观市：连涨之后铜市买盘减少	0	察言 观市 ： 连涨 之后 铜市 买盘 减少
家长反映：无初中毕业证影响升学	3	家长 反映 ： 无 初中 毕业证 影响 升学
直击：卡特上演滑翔机扣篮 半人半神威武猫王投降	7	直击 ： 卡特 上演 滑翔机 扣篮   半人 半神 威武 猫
石景山京汉铂寓小户型2010年1月开盘(图)	1	石景山 京汉 铂 寓 小户型 2010 年 1 月 开盘 (
富力又一城五一新品盛惠 88平首付仅需16万	1	富力 又 一城 五一 新品 盛惠   88 平 首付 仅 需
福建省教育厅：中小学开学第一课防甲流	3	福建省 教育厅 ： 中小学 开学 第一课 防甲流
艾薇儿离婚真相曝光：结婚太早 需要私人空间	9	艾薇儿 离婚 真相 曝光 ： 结婚 太早   需要 私人 空
私募基金经理锁定新目标 区域经济题材被看好	0	私募 基金 经理 锁定 新 目标   区域 经济 题材 被 
华天酒店000428：华开天下正当时	2	华天 酒店 000428 ： 华开 天下 正 当时
丈夫唆使妻子色诱富翁骗财失手杀人	5	丈夫 唆使 妻子 色诱 富翁 骗财 失手 杀人
另类参悟生意经玩转魔神无双摆摊系统	8	另类 参悟 生意经 玩转 魔神 无双 摆摊 系统
大银行跨行取现收费翻倍 中小银行保留免费政策	0	大 银行 跨行 取现 收费 翻倍   中小银行 保留 免费 
堪比单反的消费级旗舰 尼康P7000降价	4	堪比 单反 的 消费 级 旗舰   尼康 P7000 降价
世界小姐总决赛120名佳丽亮相三亚	9	世界 小姐 总决赛 120 名 佳丽 亮相 三亚
贾静雯婚姻老照片 那场曾经风花雪月的故事(图)(4)	9	贾静雯 婚姻 老照片   那场 曾经 风花雪月 的 故事 (
沪房贷持续高温 打新引发存款波动	0	沪 房贷 持续 高温   打新 引发 存款 波动
神舟高主频双核处理器13宽屏本2699元	4	神舟 高 主频 双核 处理器 13 宽 屏本 2699 元
张大千作品首次突破亿元大关	0	张大千 作品 首次 突破 亿元 大关
A股持仓账户及基金开户数连创新高	0	A股 持仓 账户 及 基金 开户数 连 创新 高
京城最大降雪 难挡霄云里8号热销	1	京城 最大 降雪   难 挡霄云里 8 号 热销
范晓萱探访成都SOS儿童村 送礼物与小朋友互动	9	范晓萱 探访 成都 SOS 儿童村   送礼物 与 小朋友 
欧佩克轮值主席：欧佩克将维持产量不变	2	欧佩克 轮值 主席 ： 欧佩克 将 维持 产量 不变
齐莫祥解败因：体能分配不好 家乡作战压力大紧张	7	齐莫祥解 败因 ： 体能 分配 不好   家乡 作战 压力 
韩寒生活中不喜欢开车 每年买衣服的钱不到5千	9	韩寒 生活 中 不 喜欢 开车   每年 买 衣服 的 钱 
留学爱尔兰：为“六大生”提升竞争力	3	留学 爱尔兰 ： 为 “ 六大 生 ” 提升 竞争力
高德黄金事件引发做市商制度思考	0	高德 黄金 事件 引发 做市商 制度 思考
沪市资金净流入8.76亿元	2	沪市 资金 净流入 8.76 亿元
新华联运河湾逆市飘红大揭秘	1	新华 联运 河湾 逆市 飘红 大 揭秘
山东烟台海面结冰60多只海豹受困(组图)	5	山东 烟台 海面 结冰 60 多只 海豹 受困 ( 组图 )
性能强劲独显本 15.6寸华硕i3本售7699元	4	性能 强劲 独显本   15.6 寸 华硕 i3 本售 76
新闻集团购社交软件工作室IrataLabs	8	新闻 集团 购 社交 软件 工作室 IrataLabs
胡锦涛同缅甸最高领导人丹瑞会谈	6	胡锦涛 同 缅甸 最高 领导人 丹瑞 会谈
许晴受宠获赠万元宝座 喻其荣当华谊“一姐”	9	许晴 受宠 获赠 万元 宝座   喻其荣 当 华谊 “ 一姐
艾薇儿走出离婚阴霾 网上拍卖与前夫景观豪宅	9	艾薇儿 走出 离婚 阴霾   网上 拍卖 与 前夫 景观 豪
尤文最后时刻竟苦求昔日弃将加盟 拥11飞翼中卫却残破	7	尤文 最后 时刻 竟 苦求 昔日 弃 将 加盟   拥 11
中国电信SP管理具行业示范效应	4	中国电信 SP 管理 具 行业 示范 效应
时尚选择 海尔彩晶王冰箱跌破6000元	4	时尚 选择   海尔 彩晶王 冰箱 跌破 6000 元
宝钢股份：冷热轧板材唱主角 未来预期稳增	2	宝钢股份 ： 冷 热轧板 材 唱主角   未来 预期 稳增
《天域OL》只因有你世界如此精彩	8	《 天域 OL 》 只 因有 你 世界 如此 精彩
东亚新华8城15盘同开 迈入产品升级年	1	东亚 新华 8 城 15 盘同开   迈入 产品升级 年
查韦斯称卡扎菲是伟大烈士	6	查韦斯 称 卡扎菲 是 伟大 烈士
万众期待布兰克走马上任 德尚他是法国主帅上上之选	7	万众 期待 布兰克 走马上任   德尚 他 是 法国 主帅 
大兴富力丹麦小镇特价房113平起2-5居10500元	1	大兴 富力 丹麦 小镇 特价 房 113 平起 2 - 5 
交易预测：缺筹码湖人签人难 火箭静等为麦蒂开价	7	交易 预测 ： 缺 筹码 湖人 签人难   火箭 静 等 为
马刺防守篮板一人孤军奋战 杰弗森规律是否会重演	7	马刺 防守 篮板 一人 孤军奋战   杰弗森 规律 是否 会
东城北京饭店二期公寓霞公府440-590平四居在售	1	东城 北京饭店 二期 公寓 霞 公府 440 - 590 平
交银债券基金去年收益夺冠	0	交银 债券 基金 去年 收益 夺冠
谢霆锋不满老爸透露张柏芝剖腹产日期	9	谢霆锋 不满 老爸 透露 张柏芝 剖腹产 日期
小牛狂追鹰王阵容再升级 德克或今夏联手约翰逊？	7	小牛 狂 追 鹰王 阵容 再 升级   德克 或 今夏 联手
中学副校长办公室内猥亵女生被停职拘留	5	中学 副校长 办公室 内 猥亵 女生 被 停职 拘留
快讯：银行板块强势上扬 两个股涨停	2	快讯 ： 银行 板块 强势 上扬   两个 股 涨停
中国香精香料建议分拆环球香料于创业板上市	2	中国 香精香料 建议 分拆 环球 香料 于 创业板 上市
2008年度中国游戏产业支持奖获奖者	8	2008 年度 中国 游戏 产业 支持 奖 获奖者
一架飞机在印度南部滑出跑道起火	6	一架 飞机 在 印度 南部 滑 出 跑道 起火
房山加州水郡4期88平2居90平3居均价14500元	1	房山 加州 水郡 4 期 88 平 2 居 90 平 3 居
哈佛大学74年来首次开设新博士学位	3	哈佛大学 74 年来 首次 开设 新 博士学位
配18-55mm镜头 索尼α330套机售价3750元	4	配 18 - 55mm 镜头   索尼 α 330 套机 售
千元时尚3G入门手机 三星S239精美图赏	4	千元 时尚 3G 入门 手机   三星 S239 精美 图赏
周秀娜天后价片酬被批 江若琳坐姿不雅露臀抢镜	9	周秀娜 天后 价 片酬 被 批   江若琳 坐姿 不雅露 臀
美众议院通过金融监管改革法案 中国不宜跟风	2	美众议院 通过 金融监管 改革 法案   中国 不宜 跟风
一生最爱专访《新万王3》第一奶妈背心	8	一生 最 爱 专访 《 新万王 3 》 第一 奶妈 背心
揭秘《失落时空》完美的游戏地图功能	8	揭秘 《 失落 时空 》 完美 的 游戏 地图功能
图文-职业锦标赛郑州站第三轮 苏东开球	7	图文 - 职业 锦标赛 郑州 站 第三轮   苏东 开球
惊喜提升 HTC Chacha升级CPU至800MHz	4	惊喜 提升   HTC   Chacha 升级 CPU 至 
10创业团队有望获基金扶持	4	10 创业 团队 有望 获 基金 扶持
詹姆斯拿热火和披头士做比 皇帝请叫我们Heatles	7	詹姆斯 拿 热火 和 披头士 做 比   皇帝 请 叫 我们
疯狂行情出人意料 20只股创历史新高(附股)	2	疯狂 行情 出人意料   20 只 股创 历史 新高 ( 附
周勇许新加盟金张掖车队 本土车手陈源上演处子秀	7	周勇 许新 加盟 金张掖 车队   本土 车手 陈源 上演 
八岁男童街头擦鞋救父 40万医疗费只挣得3元	5	八岁 男童 街头 擦鞋 救父   40 万 医疗费 只 挣得
图文：奥巴马签署法案政府关闭暂缓两周	2	图文 ： 奥巴马 签署 法案 政府 关闭 暂缓 两周
时评：大学生为何如此热衷于考公务员	3	时评 ： 大学生 为何 如此 热衷于 考 公务员
利比亚反对派在的黎波里发现25辆满载炸药汽车	6	利比亚 反对派 在 的黎波里 发现 25 辆 满载 炸药 汽
超炫丽最可爱《QQ仙境》星座说处女座	8	超炫丽 最 可爱 《 QQ 仙境 》 星座 说 处女座
陕西2010高考改革方案公布 命题与录取变化大	3	陕西 2010 高考 改革方案 公布   命题 与 录取 变
刚果(金)连续发生2起沉船事故近300人死亡	6	刚果 ( 金 ) 连续 发生 2 起 沉船 事故 近 300
恒盛地产引入PE投资	1	恒盛 地产 引入 PE 投资
梁文音《还是朋友》MV首播 幸福吟唱温暖治愈	9	梁文音 《 还是 朋友 》 MV 首播   幸福 吟唱 温暖
考研人应该学习刘翔的三点精神	3	考研 人 应该 学习 刘翔 的 三点 精神
广州跳桥者向公众道歉 要求严惩推人者	5	广州 跳桥者 向 公众 道歉   要求 严惩 推人者
奚国华看望慰问奥运会场馆无线电安保人员	4	奚国华 看望 慰问 奥运会 场馆 无线电 安保 人员
2010年考研政治形势与政策热门考点提示	3	2010 年 考研 政治形势 与 政策 热门 考点 提示
上大回应研究生花钱发论文报道：痛恨版面费	3	上大 回应 研究生 花钱 发 论文 报道 ： 痛恨 版面费
海淀唐宁ONE名校签约 大户型在售均价40000(图)	1	海淀 唐宁 ONE 名校 签约   大户型 在售 均价 40
量化基金批量推出 量化投资迎来中国元年	0	量化 基金 批量 推出   量化 投资 迎来 中国 元年
公主坟国海广场百余套精装现房送家电(图)	1	公主坟 国海 广场 百余 套 精装 现房 送 家电 ( 图 
郎效农：打日韩必须以牙还牙！ 无心鲁能焉能不败	7	郎效农 ： 打日 韩 必须 以牙还牙 ！   无心 鲁能 焉
新盘项目推荐 西二旗6月开盘85-105平2-3居	1	新盘 项目 推荐   西二旗 6 月 开盘 85 - 105
万枚毛泽东像章落户德山酒业	0	万枚 毛泽东 像章 落户 德山 酒业
房地产板块：龙头咸鱼翻身	1	房地产 板块 ： 龙头 咸鱼翻身
鲨鱼提前引爆巅峰之战期待看勒布朗重返克利夫兰	7	鲨鱼 提前 引爆 巅峰 之战 期待 看 勒布朗 重返 克利夫
火箭关键数据排联盟第27 巴蒂尔训练加量伤情好转	7	火箭 关键 数据 排 联盟 第 27   巴蒂尔 训练 加量
微星GX630游戏本出新品 售价仅800美元	4	微星 GX630 游戏 本出 新品   售价 仅 800 美
总经理称阿联胜同期德克 易建联成篮网最大潜力股	7	总经理 称 阿联 胜 同期 德克   易建联 成 篮网 最大
日本调查显示新娘婚后一年易胖	6	日本 调查 显示 新娘 婚后 一年 易胖
中高考临近 哈市可预订出租车接送考生	3	中 高考 临近   哈市 可 预订 出租车 接送 考生
一切为了平板 细数Android 3.0八大改进	4	一切 为了 平板   细数 Android   3.0 八大
美国盟国预计向阿富汗增派4千至5千名兵力	6	美国 盟国 预计 向 阿富汗 增派 4 千至 5 千名 兵力
政策预期难成反弹永动机	2	政策 预期 难成 反弹 永动机
央视新面孔来自东方卫视 新闻频道改版17日完成	9	央视 新面孔 来自 东方 卫视   新闻频道 改版 17 日
美朝双方核谈判代表在新加坡举行磋商	6	美朝 双方 核 谈判代表 在 新加坡 举行 磋商
广东2008年高招一本补报首日爆冷	3	广东 2008 年 高招 一本 补报 首日 爆冷
预算不足看过来 三星RV508独显本3499元	4	预算 不足 看 过来   三星 RV508 独显本 3499
富勒姆130周年庆典打虎献礼 曾待售球员竟成最大功臣	7	富勒姆 130 周年 庆典 打虎 献礼   曾 待售 球员 
《盛世传奇》麻痹争夺战 疯狂进行时	8	《 盛世 传奇 》 麻痹 争夺战   疯狂 进行 时
债券型基金仍受青睐	0	债券 型基金 仍受 青睐
第三位亚姐宣布退选 网友称因担心沦为收视炮灰	9	第三位 亚姐 宣布 退选   网友 称因 担心 沦为 收视 
阿富汗发生自杀式炸弹袭击3名警察身亡	6	阿富汗 发生 自杀式 炸弹 袭击 3 名 警察 身亡
新基金14连发 六成为偏股型	0	新 基金 14 连发   六 成为 偏 股型
情感阴谋剧《燃烧的玫瑰》全国普遍开花(组图)	9	情感 阴谋 剧 《 燃烧 的 玫瑰 》 全国 普遍 开花 (
获注24亿房企资产 SST三农重生在望	1	获注 24 亿房 企 资产   SST 三农 重生 在 望
女班主任不堪压力割腕自杀被丈夫救下	5	女 班主任 不堪 压力 割腕自杀 被 丈夫 救 下
圣世一品三把金钥匙御侍 打开纯粹豪宅之门	1	圣世 一品 三 把 金钥匙 御侍   打开 纯粹 豪宅 之 
备战2012中考：复习妙招“六先六后”学法	3	备战 2012 中考 ： 复习 妙招 “ 六先六后 ” 学法
和�传说墓地遭盗挖 附近民居狼狗被毒死(图)	5	和 � 传说 墓地 遭盗 挖   附近 民居 狼狗 被 毒死
丈夫对妻子多次施暴被诉离婚 儿子日记成证据	5	丈夫 对 妻子 多次 施暴 被诉 离婚   儿子 日记 成 
超载小面包车自燃致2人死亡4人重伤	5	超载 小 面包车 自燃 致 2 人 死亡 4 人 重伤
市场资金将保持充裕 主力期指点明近期方向	0	市场 资金 将 保持 充裕   主力 期 指点 明 近期 方
孙海平不是所有名次都不在乎 今年要拿世界杯冠军	7	孙海平 不是 所有 名次 都 不在乎   今年 要 拿 世界
巨人5家子公司正式挂牌 酝酿分拆上市	8	巨人 5 家 子公司 正式 挂牌   酝酿 分拆 上市
后地震时代楼市十大怪象(2)	1	后 地震 时代 楼市 十大 怪象 ( 2 )
研究发现勃起功能障碍患者得心血管病风险高	6	研究 发现 勃起 功能障碍 患者 得 心血管病 风险 高
传鲁能确认本赛季暂不换帅 队员曾怒骂马季奇愚蠢	7	传鲁能 确认 本赛季 暂不换帅   队员 曾 怒骂 马季奇 
大S有望代班《康熙来了》 经纪人称正在考虑	9	大S 有望 代班 《 康熙 来 了 》   经纪人 称 正在
妻子疑因照顾孩子和丈夫起争执将其捅伤	5	妻子 疑因 照顾 孩子 和 丈夫 起 争执 将 其 捅 伤
金山网络声明称拥护工信部互联网管理办法	4	金山 网络 声明 称 拥护 工信部 互联网 管理 办法
创造便携投影最低售价 爱普生X68促销	4	创造 便携 投影 最低 售价   爱普生 X68 促销
《夜幕》《乔省长》连登场 东北大菜PK贵州名肴	9	《 夜幕 》 《 乔 省长 》 连 登场   东北 大菜 P
宏观数据不佳 市场或以震荡为主	2	宏观 数据 不佳   市场 或 以 震荡 为主
校方告示专业免学费却还要交 想退学遇阻碍(图)	3	校方 告示 专业 免 学费 却 还要 交   想 退学 遇 
中考名师建议：高分作文改出来	3	中考 名师 建议 ： 高分 作文 改 出来
中信泰富确认洽售石家庄河北钢铁权益	2	中信 泰富 确认 洽售 石家庄 河北 钢铁 权益
台湾赠大陆长鬃山羊和梅花鹿4月16日落户山东	6	台湾 赠 大陆 长鬃 山羊 和 梅花鹿 4 月 16 日 落
3米防水国产DV 欧德美E5新品售价1680	4	3 米 防水 国产 DV   欧德 美 E5 新品 售价 1
范冰冰代言《万王之王3》 支援玉树灾区重建	9	范冰冰 代言 《 万 王之王 3 》   支援 玉树 灾区 
女大学生留下8封遗书跳楼自杀	5	女 大学生 留下 8 封 遗书 跳楼自杀
雅天妮获内地IMAGO商标使用权	2	雅天妮 获 内地 IMAGO 商标 使用权
DCM林欣禾青眼：投资关注“移植成活率”	4	DCM 林欣禾 青眼 ： 投资 关注 “ 移植 成活率 ”
学生中流行逢考必过符 考前上网拜拜求安慰(图)	5	学生 中 流行 逢 考必 过符   考前 上网 拜拜 求 安
澳大利亚东南部山火死亡人数已升至116人	6	澳大利亚 东南部 山火 死亡 人数 已 升至 116 人
夫妇偷手机后为脱责藏警车座下	5	夫妇 偷 手机 后为 脱责藏 警车 座下
双节好礼“尼康购机送惊喜”火热进行	4	双节 好礼 “ 尼康 购机 送 惊喜 ” 火热 进行
上海09年高考志愿填报仍分两次进行	3	上海 09 年 高考 志愿 填报 仍分 两次 进行
英国科学家呼吁出台机器人道德规范	6	英国 科学家 呼吁 出台 机器人 道德规范
油脂再次下跌空间不大 回调创造买入机会	0	油脂 再次 下跌 空间 不 大   回调 创造 买入 机会
长焦巨炮 富士HS11圣诞促销价2180元	4	长焦 巨炮   富士 HS11 圣诞 促销价 2180 元
人大代表建议取消职称英语考试	3	人大代表 建议 取消 职称 英语考试
面积误差严重超标 业主维权遭遇口头不立案	1	面积 误差 严重 超标   业主 维权 遭遇 口头 不 立案
韩国星际争霸假赛选手被判入狱18个月	8	韩国 星际争霸 假赛 选手 被判 入狱 18 个 月
组图：Lady Gaga满头白发变身摩登“太空人”	9	组图 ： Lady   Gaga 满头白发 变 身 摩登 “
俄罗斯出租车协会免费向普京提供用车	6	俄罗斯 出租车 协会 免费 向普京 提供 用车
国投电力获注70亿核心资产	2	国投 电力 获注 70 亿 核心 资产
审批简单合法避税 QDII专户股权投资试水	0	审批 简单 合法 避税   QDII 专户 股权 投资 试水
期市资金炒作退潮 警惕节前诱多	0	期 市 资金 炒作 退潮   警惕 节前 诱多
男子用魔音手机冒充好友前女友将其砍死	5	男子 用 魔音 手机 冒充 好友 前女友 将 其 砍死
储户邀亲友通宵守ATM机防现金被撬走	5	储户 邀 亲友 通宵 守 ATM 机防 现金 被 撬 走
孕妇为鉴性别导致腹中胎儿畸形	5	孕妇 为鉴 性别 导致 腹中 胎儿 畸形
教育公平引公众焦虑 利益博弈改革成难题	3	教育 公平 引 公众 焦虑   利益 博弈 改革 成 难题
网友晒2010年国家公务员考试试题	3	网友 晒 2010 年 国家 公务员 考试 试题
化石能源价格上涨是大势	0	化石 能源价格 上涨 是 大势
《蛙蛙乐园》足球宝贝疯狂玩转六一节	8	《 蛙 蛙 乐园 》 足球宝贝 疯狂 玩转 六 一节
Ciena Capital破产 ALD股价重跌34%	2	Ciena   Capital 破产   ALD 股价 重跌
民居建筑易于体现传统与自然的中式韵味	1	民居 建筑 易于 体现 传统 与 自然 的 中式 韵味
民安发盈警 料全年亏损	2	民安 发盈警   料 全年 亏损
福州将禁止在网吧内吸烟	4	福州 将 禁止 在 网吧 内 吸烟
会计助领导隐匿3600万元小金库获死缓	5	会计 助 领导 隐匿 3600 万元 小金库 获 死缓
纺织服装股逆市走强 个股多数飘红	2	纺织 服装 股逆市 走强   个股 多数 飘红
《孤岛危机2》最低配置需求正式公布	8	《 孤岛 危机 2 》 最低 配置 需求 正式 公布
许孟男感叹大陆球手进步快 再打海峡杯很难取胜	7	许孟 男 感叹 大陆 球手 进步 快   再 打 海峡 杯 
宁夏16日一本预科和定向生开录 华东地区受青睐	3	宁夏 16 日 一本 预科 和 定向生 开录   华东地区 
政策调控力度加大 枪打出头棉	0	政策 调控 力度 加大   枪 打出 头棉
2011年高考历史复习指导： 三个目标 两个原则	3	2011 年 高考 历史 复习 指导 ：   三个 目标  
i5处理器双显卡 ThinkPad T420报8388	4	i5 处理器 双 显卡   ThinkPad   T420 
柳金缺席比赛不缺席发布会 观战世锦赛称志在伦敦	7	柳金 缺席 比赛 不 缺席 发布会   观战 世锦赛 称 志
巴萨启用一人升级新三叉戟 伊布被废获尤文4000万报价	7	巴萨 启用 一人 升级 新 三叉戟   伊布 被 废获 尤文
一周综述：中国队捧劳伦斯轰动世界 百米飞人之争	7	一周 综述 ： 中国队 捧 劳伦斯 轰动 世界   百米 飞
i5芯配独显 华硕A40EI48JP-SL仅4999	4	i5 芯配 独显   华硕 A40EI48JP - SL 仅
考研成绩3月初可查 调剂应提前准备	3	考研 成绩 3 月初 可 查   调剂 应 提前准备
22名后人因老宅拆迁闹上法庭争房产	5	22 名 后人 因 老宅 拆迁 闹 上 法庭 争 房产
惠普TouchPad降价100美元死磕iPad	4	惠普 TouchPad 降价 100 美元 死 磕 iPad
以色列将释放并驱逐国际救援船队志愿者	6	以色列 将 释放 并 驱逐 国际 救援 船队 志愿者
新生代美女谭歆柔大片出炉 甜美性感兼具(图)	9	新生代 美女 谭歆 柔 大片 出炉   甜美 性感 兼具 (
专家解析：移民审批进度的快和慢(图)	3	专家 解析 ： 移民 审批 进度 的 快 和 慢 ( 图 )
李艾拜师杨澜 嘉宾刘仪伟自嘲“无编制”(图)	9	李艾 拜师 杨澜   嘉宾 刘仪伟 自嘲 “ 无 编制 ” 
房山长阳光和作用82平米跃层小户型全解析(图)	1	房山 长 阳光 和 作用 82 平米 跃层 小户型 全 解析
博时基金专户管理规模超600亿	0	博时基金 专户 管理 规模 超 600 亿
密云海怡庄园预计10月开盘42平起1-4居	1	密云 海怡 庄园 预计 10 月 开盘 42 平起 1 - 
英媒称中国研究生窃取情报 中国驻英使馆驳斥	3	英媒称 中国 研究生 窃取 情报   中国 驻英 使馆 驳斥
《岐山》开放测试首日捷报 众仙云集	8	《 岐山 》 开放 测试 首日 捷报   众仙 云集
利于指数投资的环境即将形成	0	利于 指数 投资 的 环境 即将 形成
马云：淘宝交易额明年将超万亿	4	马云 ： 淘宝 交易额 明年 将 超 万亿
李宇春WhyMe五周年写真书出炉	9	李宇春 WhyMe 五周年 写真 书 出炉
翟凌承认“兽兽门”是前男友所为 向大家道歉	9	翟凌 承认 “ 兽兽 门 ” 是 前男友 所 为   向 大
直击：空中惊现托马斯全旋 公牛暴起伤人打停篮网	7	直击 ： 空中 惊现 托马斯 全旋   公牛 暴起伤 人 打
中信海直：陆航业务跨越式发展 推荐	2	中信 海直 ： 陆航 业务 跨越式 发展   推荐
开发商大打全款优惠牌 购房最低9折起(图)	1	开发商 大打 全款 优惠 牌   购房 最低 9 折起 ( 
阿富汗总统选举卡尔扎伊继续扩大领先优势	6	阿富汗 总统 选举 卡尔 扎伊 继续 扩大 领先 优势
大兴金地仰山8月28日开盘均价1万6现办卡减1万	1	大兴 金 地 仰山 8 月 28 日 开盘 均价 1 万 6
电视台播多拉A梦08剧场版 被疑剽窃宫崎骏动画	9	电视台 播 多拉 A 梦 08 剧场版   被疑 剽窃 宫崎
中科院副院长：有些研究生导师育人意识很弱	3	中科院 副 院长 ： 有些 研究生 导师 育人 意识 很 弱
6月20日北美最新热门期待网游排行榜	8	6 月 20 日 北美 最新 热门 期待 网游 排行榜
传安佰深将18亿购AdvantageSales&Marketing	2	传安佰深 将 18 亿购 AdvantageSales & 
沪指翻绿 沪指下探5日线	2	沪 指翻 绿   沪 指 下探 5 日线
邵佳一所遭冷遇科特布斯2年未有 主帅宁押宝2场最差	7	邵佳一 所遭 冷遇 科特 布斯 2 年 未有   主帅 宁 
棉花离底部已不远	0	棉花 离 底部 已 不远
吴佩慈男友炮轰报道 称与前女友早无瓜葛(图)	9	吴佩慈 男友 炮轰 报道   称 与 前女友 早 无 瓜葛 
国资委澄清：“发法律函的是央企”	0	国资委 澄清 ： “ 发 法律 函 的 是央企 ”
杰拉德不在利物浦仍有真金英雄 昔日替补亦冲击主力位	7	杰拉德 不 在 利物浦 仍 有 真金 英雄   昔日 替补 
盖特纳施压人民币 暗示至少需升两成	2	盖 特纳 施压 人民币   暗示 至少 需升 两成
媒体称突尼斯前总统本-阿里中风	6	媒体 称 突尼斯 前 总统 本 - 阿里 中风
古天乐成女士甜心 与亚姐同台目不斜视(图)	9	古天乐 成 女士 甜心   与 亚姐 同台 目不斜视 ( 图
雷电致歉《合金装备：崛起》明年完成	8	雷电 致歉 《 合金装备 ： 崛起 》 明年 完成
辛柏青陈志朋被曝签约博纳 与范冰冰袁莉同门	9	辛柏青 陈志朋 被 曝 签约 博纳   与 范冰冰 袁莉 同
北京明光中学08年9月高三教学检测试题	3	北京 明光 中学 08 年 9 月 高三 教学 检测 试题
期指主力迁仓 空军一号易主	0	期指 主力 迁仓   空军一号 易主
大学生入伍预征启动 退役后考研可享优惠政策	3	大学生 入伍 预征 启动   退役 后 考研 可享 优惠政策
投资机会呈现多样化 长电点燃整体上市题材	2	投资 机会 呈现 多样化   长电 点燃 整体 上市 题材
利空因素较多 螺纹弱势调整	0	利空 因素 较 多   螺纹 弱势 调整
不破3130点可继续持股	2	不破 3130 点 可 继续 持股
《仙剑奇侠传5》游戏介绍视频	8	《 仙剑 奇侠传 5 》 游戏 介绍 视频
波兰执政党赢得欧洲议会选举	6	波兰 执政党 赢得 欧洲议会 选举
施工钢架倒塌9人受伤 工地称民工伤系打架所致	5	施工 钢架 倒塌 9 人 受伤   工地 称 民工 伤系 打
处女与男友同床过夜 怕父母追究报警称被强奸	5	处女 与 男友 同床 过夜   怕 父母 追究 报警 称 被
Tel域名的中国尴尬行业环境混乱 国家政策不明	4	Tel 域名 的 中国 尴尬 行业 环境 混乱   国家 政
基金经理：市场有近忧无远虑	0	基金 经理 ： 市场 有 近忧 无 远虑
国内基金投资者信心高涨	0	国内 基金 投资者 信心 高涨
男子因经济纠纷将5个月大婴儿扔下7楼致死	5	男子 因 经济纠纷 将 5 个 月 大 婴儿 扔下 7 楼 
阿根廷彻底封杀特维斯 马拉多纳炮轰药吃多了吧！	7	阿根廷 彻底 封杀 特维斯   马拉多纳 炮轰 药 吃 多 
越秀地产8月合同销售环比大增167%	2	越秀 地产 8 月 合同 销售 环比 大增 167%
P8700芯独显高速盘 惠普4411s本4899元	4	P8700 芯独显 高速 盘   惠普 4411s 本 48
安切洛蒂冲入场找裁判！ 安帅明显点球 客场全攻曼联	7	安切洛蒂 冲入 场 找 裁判 ！   安帅 明显 点球   
微软发Mango升级版本 4周完成98%用户升级	4	微软 发 Mango 升级 版本   4 周 完成 98% 
北京热身再战陕西艰难取胜 蒙克利夫跑轰逐渐成熟	7	北京 热身 再战 陕西 艰难 取胜   蒙 克利夫 跑 轰 
高考倒计时系列之助考靓汤	3	高考 倒计时 系列 之助 考靓 汤
阿中向Selina求婚满周年 情比金坚令人羡	9	阿中 向 Selina 求婚 满 周年   情比金坚 令人 
密云中国铁建绿港现余3居在售预计10月推新房源	1	密云 中国 铁建绿港 现余 3 居在售 预计 10 月 推新
