text,label,words,y_pred
9238,湖北高考招生政策出台 “大盘”稳中有变,3,湖北 高考 招生 政策 出台   “ 大盘 ” 稳中有 变,3
9239,便利店老板关门时遭刀扎身亡 嫌疑人被警方带走,5,便利店 老板 关门 时 遭刀 扎 身亡   嫌疑人 被 警方,5
9240,时尚双屏幕卡片机 三星PL150最新价1380元,4,时尚 双屏幕 卡片机   三星 PL150 最新 价 138,4
9241,《赤壁-霸业天下》乱世英豪 霸业无双,8,《 赤壁 - 霸业 天下 》 乱世 英豪   霸业 无双,8
9242,英皇娱乐首季亏损扩至6719万元 不派息,2,英皇 娱乐 首季 亏损 扩至 6719 万元   不 派息,2
9243,08年下半年起浙江自考执行新专业计划,3,08 年 下半年 起 浙江 自考 执行 新 专业 计划,3
9244,十月基金再吃重组大餐 新基金仍需谨慎挑选,0,十月 基金 再 吃 重组 大餐   新 基金 仍 需谨慎 挑,0
9245,尤文妖锋一绝技全欧难出其二 梅西C罗都没他这本事！,7,尤文 妖锋 一 绝技 全欧 难 出 其二   梅西 C 罗都,7
9246,苏丹敦促国际维和部队撤离达尔富尔,6,苏丹 敦促 国际 维和部队 撤离 达尔富尔,2
9247,中信资本拟为其日本基金筹资3.4亿美元,0,中信 资本 拟为 其 日本 基金 筹资 3.4 亿美元,0
9248,哈萨克斯坦南部发生交通事故20人死亡,6,哈萨克斯坦 南部 发生 交通事故 20 人 死亡,6
9249,图科首度开口回应被打事件 15人殴打他1人无理由,7,图科 首度 开口 回应 被 打 事件   15 人 殴打 他,5
9250,持刀抢劫嫌犯在派出所意外死亡,5,持刀 抢劫 嫌犯 在 派出所 意外 死亡,5
9251,运营商回应拜年短信“被重发”多扣费质疑,4,运营商 回应 拜年 短信 “ 被 重发 ” 多 扣费 质疑,4
9252,上合组织反恐军演9月9日起在哈萨克斯坦举行,6,上合 组织 反恐 军演 9 月 9 日起 在 哈萨克斯坦 举,6
9253,明日股市三大猜想及应对策略,2,明日 股市 三大 猜想 及 应对 策略,2
9254,司机看错指路牌高速路上掉头逆行,5,司机 看 错 指路牌 高速 路上 掉头 逆行,5
9255,券商4月纷纷改调：唱多大盘股基,0,券商 4 月 纷纷 改调 ： 唱 多 大盘股 基,0
9256,官员被抓时怀揣开发商分红承诺书,5,官员 被 抓时 怀揣 开发商 分红 承诺书,0
9257,实录：戴玉强做客聊歌剧节及《托斯卡》(组图),9,实录 ： 戴玉强 做客 聊 歌剧 节及 《 托斯卡 》 ( ,9
9258,炼油商Delek第四季陷入亏损,2,炼油 商 Delek 第四季 陷入 亏损,2
9259,窦文涛节目探讨刘德华婚事：偶像粉丝互相意淫,9,窦文涛 节目 探讨 刘德华 婚事 ： 偶像 粉丝 互相 意淫,9
9260,男子殴打地铁女安检员被拘5天,5,男子 殴打 地铁 女 安检员 被 拘 5 天,5
9261,智利大地震造成地轴移动改变地球质量平衡(图),4,智利 大 地震 造成 地轴 移动 改变 地球 质量 平衡 (,6
9262,直击：麦蒂轻松后仰眼露凶光 火箭领先优势达10分,7,直击 ： 麦蒂 轻松 后仰 眼露 凶光   火箭 领先 优势,7
9263,冰壶世锦赛中国队提前认负 单局丢5分对法国三连败,7,冰壶 世锦赛 中国队 提前 认负   单局 丢 5 分对 法,7
9264,斯科拉：我整场感觉都不好 形势越不利越是要努力,7,斯科拉 ： 我 整场 感觉 都 不好   形势 越 不利 越,7
9265,李小璐澄清呕血报道：手心红线是我画的(图),9,李小璐 澄清 呕血 报道 ： 手心 红线 是 我 画 的 (,9
9266,图文-曼联坐火车前往伦敦备战 弗莱彻带西服？,7,图文 - 曼联 坐火车 前往 伦敦 备战   弗莱彻 带 西,7
9267,马来西亚登革热死亡人数达121人,6,马来西亚 登革热 死亡 人数 达 121 人,6
9268,年度盘点：2011年考研十大最受争议话题,3,年度 盘点 ： 2011 年 考研 十大 最受 争议 话题,3
9269,"海关总署中国8月食糖出口为3,861吨",0,"海关总署 中国 8 月 食糖 出口 为 3 , 861 吨",0
9270,五名外籍男子男扮女装以色劫财被诉至法庭,5,五名 外籍 男子 男扮女装 以色 劫 财 被 诉至 法庭,5
9271,Gartner预计iPad将统治圣诞节平板电脑市场,4,Gartner 预计 iPad 将 统治 圣诞节 平板 电脑,4
9272,汇丰走软将拖累2月港股表现,2,汇丰 走软 将 拖累 2 月 港股 表现,2
9273,沙里淘金 七所二本院校优势与特色专业盘点(图),3,沙里淘金   七所 二本 院校 优势 与 特色 专业 盘点 ,3
9274,组图：骑手参赛时被马臀砸成重伤晕倒,5,组图 ： 骑手 参赛 时 被 马 臀 砸 成 重伤 晕倒,9
9275,天盛亏损严重曝裁员 专家：央视地方台分英超蛋糕,7,天盛 亏损 严重 曝 裁员   专家 ： 央视 地方 台分 ,9
9276,大学生皮肤透明全身血管清晰可见状如蛛网,5,大学生 皮肤 透明 全身 血管 清晰可见 状如 蛛网,5
9277,《前妻》攻克七年之痒 耿乐小宋佳传授婚姻秘诀,9,《 前妻 》 攻克 七年之痒   耿乐 小 宋佳 传授 婚姻,9
9278,联合国削减驻科特迪瓦维和部队人数,6,联合国 削减 驻 科特迪瓦 维和部队 人数,6
9279,赚钱效应弥漫中小板先补缺,2,赚钱 效应 弥漫 中小板 先 补缺,2
9280,立威廉为奥运加油 献声水立方《爱是流动的》,9,立 威廉 为 奥运 加油   献声 水立方 《 爱是 流动 ,9
9281,美国花235亿造“太阳”192束激光打造恒星温度,4,美国 花 235 亿造 “ 太阳 ” 192 束 激光 打造,6
9282,晒业绩调结构 期货经纪业成长预期仍乐观,0,晒 业绩 调 结构   期货经纪 业 成长 预期 仍 乐观,2
9283,重庆延考区心声：没有了腿 但不能错过高考(图),3,重庆 延 考区 心声 ： 没有 了 腿   但 不能 错过 ,1
9284,阿Sa变声小丸子吸引小朋友 舞台剧暑假公演(图),9,阿 Sa 变声 小丸子 吸引 小朋友   舞台剧 暑假 公演,9
9285,4月15日美股专家坐堂实录,2,4 月 15 日美股 专家 坐堂 实录,2
9286,龙山华府 昌平区城铁畔城市山景府邸,1,龙山 华府   昌平区 城铁 畔 城市 山景 府邸,1
9287,谢丽尔-科尔发声明 与球星老公阿什利-科尔分居,9,谢丽尔 - 科尔 发声明   与 球星 老公 阿什利 - 科,9
9288,商厦租期未满进行转租被质疑国资流失,5,商厦 租期 未满 进行 转租 被 质疑 国资 流失,9
9289,卡马乔：首期人员推荐为主 备战时间短是最大困难,7,卡马乔 ： 首期 人员 推荐 为主   备战 时间 短是 最,4
9290,雅思阅读考试Choices题型攻略,3,雅思 阅读 考试 Choices 题型 攻略,3
9291,专家提醒：留学生海外安全四大防范要点,3,专家 提醒 ： 留学生 海外 安全 四大 防范 要点,3
9292,加工企业获准参与收储 国产大豆有望收复失地,0,加工 企业 获准 参与 收储   国产 大豆 有望 收复失地,0
9293,NBA大牌无法去海外打球！ 劳资协议教父详解疑难,7,NBA 大牌 无法 去 海外 打球 ！   劳资 协议 教父,7
9294,大学新生第一课扫厕所 学校称吃苦要上档次(图),3,大学 新生 第一课 扫 厕所   学校 称 吃苦 要 上档次,3
9295,61岁老太路边摔伤起诉物业获赔1.6万,5,61 岁 老太 路边 摔伤 起诉 物业 获赔 1.6 万,5
9296,法国虽无进球却以完成底部爆发 里核心地位不可撼动,7,法国 虽 无 进球 却 以 完成 底部 爆发   里 核心 ,7
9297,朝阳时代帝景精装预计4月25日开盘1万抵3万(图),1,朝阳 时代 帝景 精装 预计 4 月 25 日 开盘 1 万,1
9298,高考高分生分享备考经验 重基础知识不开夜车,3,高考 高分 生 分享 备考 经验   重 基础知识 不 开夜,3
9299,皇马大将已获曼联2000万报价 另一悍将亦被曝今夏离队,7,皇马 大将 已获 曼联 2000 万 报价   另 一 悍将,7
9300,大资金回马枪杀回31只地产股 独宠五朵金花,1,大 资金 回马枪 杀回 31 只 地产股   独宠 五朵 金,2
9301,许茹芸背着男友约会蒙古帅哥阿穆隆(图),9,许茹芸 背着 男友 约会 蒙古 帅哥 阿穆隆 ( 图 ),9
9302,我国外交部：支持朝韩双方进行有益接触对话,6,我国 外交部 ： 支持 朝 韩 双方 进行 有益 接触 对话,6
9303,切尔西松垮后防再成希帅敲打对象 严阵只待巴萨攻击群,7,切尔西 松垮 后防 再成 希帅 敲打 对象   严阵 只 待,7
9304,国寿呈强 购轮17436可取,2,国寿 呈 强   购轮 17436 可取,9
9305,易建联须变身内线匪徒 男篮未来一哥先主内后主外,7,易建联 须 变身 内线 匪徒   男篮 未来 一哥 先主 内,7
9306,QQ西游潮妖惹人爱 BOSS造型领跑时尚,8,QQ 西游 潮 妖 惹人爱   BOSS 造型 领跑 时尚,8
9307,河南郑州中招考试6月25至26日进行,3,河南 郑州 中招 考试 6 月 25 至 26 日 进行,3
9308,居民家中建自助公益图书馆,1,居民 家中 建 自助 公益 图书馆,5
9309,CGOC：超1亿元外包订单招募中外企业,8,CGOC ： 超 1 亿元 外 包 订单 招募 中外 企业,2
9310,陈序：拯救美国经济光有信心还是不够,6,陈序 ： 拯救 美国 经济 光有 信心 还是 不够,2
9311,赛季缩水热火成最大输家 时不我待三巨头亟需正名,7,赛季 缩水 热火 成 最大 输家   时不我待 三 巨头 亟,7
9312,延庆清凉盛景2期独栋在售20000起全款98折(图),1,延庆 清凉 盛景 2 期 独栋 在售 20000 起 全款 ,1
9313,2010年GCT备考说明：考试政策有变化,3,2010 年 GCT 备考 说明 ： 考试 政策 有 变化,3
9314,莫斯科杜马可能一次选出莫斯科新市长,6,莫斯科 杜马 可能 一次 选出 莫斯科 新 市长,6
9315,开放式基金哑铃配置 侧重选股能力,0,开放式 基金 哑铃 配置   侧重 选股 能力,0
9316,北大卖肉才子营业额2亿 专卖猪肉“奔驰宝马”,3,北大 卖肉 才子 营业额 2 亿   专卖 猪肉 “ 奔驰 ,9
9317,《梦想帝王》穿越大戏 抓武松救金莲,8,《 梦想 帝王 》 穿越 大戏   抓 武松 救 金莲,8
9318,六国伊核问题磋商将于本周在纽约举行,6,六国 伊核 问题 磋商 将 于本周 在 纽约 举行,6
9319,倪震周慧敏分手变结婚 张茆崩溃家人心痛(附图),9,倪震 周慧敏 分手 变 结婚   张茆 崩溃 家人 心痛 (,9
9320,医生误将消毒水当作麻醉剂致女子产后瘫痪,5,医生 误 将 消毒水 当作 麻醉剂 致 女子 产后 瘫痪,5
9321,基地成员称2004年险些杀拉丹后自杀以防被活捉,6,基地 成员 称 2004 年 险些 杀 拉丹 后 自杀 以防,6
9322,女子因家庭琐事欲抱3岁儿子跳桥,5,女子 因 家庭 琐事 欲 抱 3 岁 儿子 跳桥,5
9323,绿衫军真领袖征服魔术师 他是全联盟控卫全能之王,7,绿衫 军真 领袖 征服 魔术师   他 是 全 联盟 控卫 ,7
9324,玩《明珠幻想》世界杯竞猜最牛黑马,8,玩 《 明珠 幻想 》 世界杯 竞猜 最牛 黑马,8
9325,启城排号日当天意向购房客户超200组(组图),1,启城 排号 日 当天 意向 购房 客户 超 200 组 ( ,1
9326,香港搜寻曾接载甲型流感患者出租车司机,6,香港 搜寻 曾 接载 甲型 流感 患者 出租车 司机,5
9327,2010年高校招生全国统一考试大纲：物理,3,2010 年 高校 招生 全国 统一 考试 大纲 ： 物理,3
9328,郑钧透露婆刘芸怀孕 称女儿会是大美女,9,郑钧 透露 婆刘芸 怀孕   称 女儿 会 是 大美女,9
9329,游戏史大浩劫 盘点史上最烂的十款游戏,8,游戏 史大 浩劫   盘点 史上 最烂 的 十款 游戏,8
9330,CBD金茂府4月中下旬推精装板楼送厨卫家电家具,1,CBD 金茂府 4 月 中下旬 推 精装 板楼 送 厨卫 家,1
9331,童话大王郑渊洁宣布退出北京作协,9,童话 大王 郑渊洁 宣布 退出 北京 作协,1
9332,基本面有差异 豆油强压豆粕当老大,0,基本面 有 差异   豆油 强压 豆粕 当 老大,0
9333,亚洲杯现场：王磊形势不容乐观 发力寻求战机(谱),7,亚洲杯 现场 ： 王磊 形势 不容乐观   发力 寻求 战机,7
9334,高手教你玩《猎刃》：新怪阔嘴鲵打法,8,高手 教 你 玩 《 猎刃 》 ： 新怪 阔 嘴鲵 打法,8
9335,法美主张对伊朗实施严厉制裁,6,法美 主张 对 伊朗 实施 严厉 制裁,6
9336,百名台湾考生7月25日参加厦大入学考试,3,百名 台湾 考生 7 月 25 日 参加 厦大 入学考试,3
9337,华北城与CIHAF中国之家：共同使命下的牵手,1,华北 城 与 CIHAF 中国 之 家 ： 共同 使命 下 ,8
9338,美国前总统卡特抵朝鲜 朝副外相金桂冠机场迎接,6,美国 前 总统 卡特 抵 朝鲜   朝 副 外相 金 桂冠 ,6
9339,传红筹股回归A股进程暂停,4,传 红筹股 回归 A股 进程 暂停,2
9340,病人拨120医院称离得近不出诊 患者抢救后死亡,5,病人 拨 120 医院 称离 得 近 不 出诊   患者 抢,5
9341,燕郊星河185高层板楼周边配套规划图曝光,1,燕郊 星河 185 高层 板楼 周边 配套 规划图 曝光,1
9342,平板电脑现身 首款Tegra手机年底登场,4,平板 电脑 现身   首款 Tegra 手机 年底 登场,4
9343,变形金刚在线首轮精英测试游戏主角,8,变形金刚 在线 首轮 精英 测试 游戏 主角,8
9344,吉利全年多赚34.5%至11.8亿 息2.3港仙,2,吉利 全年 多 赚 34.5% 至 11.8 亿   息 2,2
9345,最佳第6人冷血1箭何其销魂 老鹰翻盘奇迹在他手中,7,最佳 第 6 人 冷血 1 箭 何其 销魂   老鹰 翻盘 ,7
9346,校长喝酒开会迟到遭罚款 批评通报被发到网上,5,校长 喝酒 开会 迟到 遭 罚款   批评 通报 被 发到 ,5
9347,汪明荃否认性感舞诱罗家英 称家里正常活动(图),9,汪明荃 否认 性感 舞诱 罗家英   称 家里 正常 活动 ,9
9348,卡斯特罗发表视频讲话警告核战争威胁,6,卡斯特罗 发表 视频 讲话 警告 核战争 威胁,8
9349,给力N道杠 传奇外传六一节重温童年,8,给力 N 道 杠   传奇 外传 六 一节 重温 童年,8
9350,Rubberband为潮牌代言 与fans大玩游戏(组图),9,Rubberband 为 潮牌 代言   与 fans 大 ,9
9351,美国众议院通过3.6万亿美元联邦预算案,6,美国众议院 通过 3.6 万亿美元 联邦 预算案,6
9352,NBA愚人节事件姚明詹姆斯成队友 艾弗森空降南京,7,NBA 愚人节 事件 姚明 詹姆斯 成 队友   艾弗森 空,7
9353,2010年考研报名11月10日至14日现场确认,3,2010 年 考研 报名 11 月 10 日至 14 日 现,3
9354,山东神光：政策摇摆不定 股指上下翻腾,2,山东 神光 ： 政策 摇摆不定   股指 上下 翻腾,2
9355,宽幅骇人震荡 主力有何阴谋,2,宽幅 骇人 震荡   主力 有何 阴谋,2
9356,广发沪深300三周募集6.54亿份,0,广发 沪 深 300 三周 募集 6.54 亿份,0
9357,金风科技首季业绩增155% 基金接过小非的盘,0,金风 科技 首季 业绩 增 155%   基金 接过 小非 ,0
9358,云景大街K2海棠湾中央景观楼王1月9日开盘,1,云景 大街 K2 海棠 湾 中央 景观 楼王 1 月 9 日,1
9359,小将军：科比乔丹就像一个人 飞侠肯定是联盟第一,7,小 将军 ： 科比 乔丹 就 像 一个 人   飞侠 肯定 ,7
9360,15只偏股型基金发行撞车 中小公司募集恐遇冷,0,15 只 偏股 型基金 发行 撞车   中小 公司 募集 恐,0
9361,君安国际“中医秋冬养生坐堂”活动圆满落幕,1,君安 国际 “ 中医 秋冬养 生 坐堂 ” 活动 圆满 落幕,1
9362,《诛神online》捧得年度三金奖项,8,《 诛神 online 》 捧得 年度 三 金 奖项,8
9363,爱琴海浪漫之旅火爆启动星悦国际再领投资热潮,1,爱琴海 浪漫 之旅 火爆 启动 星悦 国际 再领 投资 热潮,0
9364,申花竟成东南亚送分童子 遭钻心之痛出线仅剩理论,7,申花 竟成 东南亚 送分 童子   遭 钻心 之痛 出线 仅,7
9365,廊坊低密板楼百合尚城10月20日开盘均价3300元,1,廊坊 低密 板楼 百合 尚城 10 月 20 日 开盘 均价,1
9366,CDG预测全球CDMA用户年底超过5亿,4,CDG 预测 全球 CDMA 用户 年底 超过 5 亿,4
9367,本月迎来房企融资高峰 至少有30家房企备战上市,1,本月 迎来 房企 融资 高峰   至少 有 30 家房 企 ,1
9368,国药拥全国最大分销网络可认购,2,国药 拥 全国 最大 分销 网络 可 认购,4
9369,《黛玉传》持续升温 众金钗低调一心拍戏(组图),9,《 黛玉传 》 持续 升温   众 金钗 低调 一心 拍戏 ,9
9370,蒿俊闵归队训练复仇战难出场 将与内田参与球迷互动,7,蒿俊闵 归队 训练 复仇 战难 出场   将 与 内田 参与,7
9371,利物浦3.5亿售一半股份将完成 红军2主力缺战佛罗伦萨,7,利物浦 3.5 亿售 一半 股份 将 完成   红军 2 主,7
9372,网游《QQ自由幻想》七夕佳节浪漫来袭,8,网游 《 QQ 自由 幻想 》 七夕 佳节 浪漫 来袭,8
9373,黄金投资将是2009年的信心之选,0,黄金 投资 将 是 2009 年 的 信心 之选,0
9374,建信全球机遇股票基金(QDII)获准发行,0,建信 全球 机遇 股票 基金 ( QDII ) 获准 发行,0
9375,醉驾入刑实施 或成交强险拒赔依据,0,醉 驾入 刑 实施   或 成交 强险 拒赔 依据,2
9376,《口袋精灵》夏日藏宝迷宫闯关大Pk,8,《 口袋 精灵 》 夏日 藏宝 迷宫 闯关 大 Pk,8
9377,俄罗斯称明年起停止向乌克兰供应天然气,6,俄罗斯 称 明年 起 停止 向 乌克兰 供应 天然气,6
9378,教师发明太阳能三轮车 最高时速35公里(图),5,教师 发明 太阳能 三轮车   最高 时速 35 公里 ( ,5
9379,望京保利中央公园精装房在售89平米二居点评,1,望京 保利 中央公园 精装 房在售 89 平米 二居 点评,1
9380,江苏高招二阶段各批次省控线4日公布,3,江苏 高招 二 阶段 各 批次 省 控线 4 日 公布,3
9381,上海2010年高职文科投档线未过300分,3,上海 2010 年 高职 文科 投档线 未过 300 分,3
9382,菲律宾政府军与反政府武装激战致9死,6,菲律宾 政府军 与 反 政府 武装 激战 致 9 死,6
9383,北京10余个纯新盘8月开售,1,北京 10 余个 纯新盘 8 月 开售,1
9384,东北3环和平大道精装1-4居享乐居独家折上折,1,东北 3 环 和平 大道 精装 1 - 4 居 享乐 居 独,1
9385,09年上海中考数学解题能力提高有方法,3,09 年 上海 中考 数学 解题 能力 提高 有 方法,3
9386,女子因轻信身份证遭盗用谎言被骗170万,5,女子 因 轻信 身份证 遭 盗用 谎言 被 骗 170 万,5
9387,吸毒者离婚后把8岁女儿送进敬老院,5,吸毒者 离婚 后 把 8 岁 女儿 送 进 敬老院,9
9388,《诛神online》19日服务器更新公告,8,《 诛神 online 》 19 日 服务器 更新 公告,8
9389,华安拟申购旗下4只基金,0,华安 拟 申购 旗下 4 只 基金,0
9390,McAfee第三季净利润同比下降25%,4,McAfee 第三季 净利润 同比 下降 25%,2
9391,回合网游领头羊《天之翼OL》再战市场,8,回合 网游 领头羊 《 天之翼 OL 》 再战 市场,8
9392,密云恋日水岸78平起2-3居现房总价65万起99折,1,密云 恋日 水岸 78 平起 2 - 3 居 现房 总价 6,1
9393,盖茨基金会08年资产仅缩水23%优于标普500指数,4,盖茨 基金会 08 年 资产 仅 缩水 23% 优于 标普 ,2
9394,网游新规被指浮云工程,8,网游 新规 被 指 浮云 工程,8
9395,胡杏儿带病宣传新碟 盼黄宗泽情人节有送花,9,胡杏儿 带病 宣传 新碟   盼 黄宗泽 情人节 有 送花,9
9396,境外品牌入驻中国交割单 期货市场曲线开放,0,境外 品牌 入驻 中国 交割单   期货市场 曲线 开放,0
9397,老人关押1年猝死 其子称20次申请取保候审遭拒,5,老人 关押 1 年 猝死   其子 称 20 次 申请 取保,5
9398,基金补仓仍需控制风险,0,基金 补仓 仍 需 控制 风险,0
9399,最强全高清 16G艾诺V9000HDA不到700元,4,最强 全高清   16G 艾诺 V9000HDA 不到 70,4
9400,湖人大喜后场外揪心一幕 幼童上层包厢跌落伤情不明,7,湖人 大喜 后 场外 揪心 一幕   幼童 上层 包厢 跌落,7
9401,新加坡留学生戏剧演绎红灯区人生(组图),3,新加坡 留学生 戏剧 演绎 红灯区 人生 ( 组图 ),3
9402,中国留学生与日本高中生假结婚 被骗90万日元,3,中国 留学生 与 日本 高中生 假结婚   被 骗 90 万,3
9403,阿联缺阵推倒多米诺骨牌 大将军向记忆中自己告别,7,阿联 缺阵 推倒 多米诺骨牌   大将军 向 记忆 中 自己,7
9404,林达海渔广场精装公寓均价17200元全款96折(图),1,林达海 渔 广场 精装 公寓 均价 17200 元 全款 9,1
9405,中美工业增长良好 商品下半年将拉开上涨行情,0,中 美 工业 增长 良好   商品 下半年 将 拉开 上涨 ,0
9406,14年3000战浓缩十大经典 姚王对决成CBA永恒巅峰,7,14 年 3000 战 浓缩 十大 经典   姚王 对决 成,2
9407,今年首只超百亿债券基金诞生 三大因素利好债市,0,今年 首只 超 百亿 债券 基金 诞生   三大 因素 利好,0
9408,北京新天地准现房小户型11800元开盘99折(图),1,北京 新天地 准现房 小户型 11800 元 开盘 99 折,1
9409,福建10月自学考试7月2日起开始报名,3,福建 10 月 自学 考试 7 月 2 日起 开始 报名,3
9410,河北华银天鹅湖生态休闲别墅区在售享折上折,1,河北 华银 天鹅湖 生态 休闲 别墅区 在售 享折 上 折,1
9411,住建部专家质疑卫生部称自己没有医保引热议,5,住 建部 专家 质疑 卫生部 称 自己 没有 医保 引热议,6
9412,洛奇推理王活动第二期 头脑风暴来袭,8,洛奇 推理 王 活动 第二期   头脑 风暴 来袭,8
9413,世联地产结束三地路演 发行价格敲定19.68元,1,世联 地产 结束 三地 路演   发行 价格 敲定 19.6,1
9414,街道司法所长积劳成疾离世 曾调解纠纷1506件,5,街道 司法 所长 积劳成疾 离世   曾 调解纠纷 1506,9
9415,2010年哈市中考九个学科增加新题型,3,2010 年 哈市 中考 九个 学科 增加 新 题型,3
9416,韩裔美国人被控向韩国非法输出军用技术,6,韩裔 美国 人 被控 向 韩国 非法 输出 军用 技术,6
9417,初中英语构词法汇总及练习六篇,3,初中英语 构词法 汇总 及 练习 六篇,3
9418,上期所发布五一节期间风控措施,0,上期 所 发布 五一节 期间 风控 措施,0
9419,“狠心”周苏红：锤锤像孩子似的 为何不帮他敲字,7,“ 狠心 ” 周苏红 ： 锤 锤 像 孩子 似的   为何 ,3
9420,桂林理工大学2012年研究生招生简章目录书目,3,桂林 理工大学 2012 年 研究生 招生简章 目录 书目,3
9421,习近平参观澳门著名文化遗址大三巴,6,习近平 参观 澳门 著名 文化 遗址 大三巴,6
9422,苏有朋受网友拥戴 引领睿智旅行潮流(组图),9,苏有朋 受 网友 拥戴   引领 睿智 旅行 潮流 ( 组图,9
9423,英国海军上将主张继续建造新型航母,6,英国海军 上将 主张 继续 建造 新型 航母,4
9424,比林伯利：火箭乐团有南郭先生 麦蒂伤害阿帅体系,7,比林 伯利 ： 火箭 乐团 有 南郭先生   麦蒂 伤害 阿,7
9425,尔冬升堂弟有意进军电影 “鸟瞰中国系列”筹备,9,尔冬升 堂弟 有意 进军 电影   “ 鸟瞰 中国 系列 ”,9
9426,八旬老汉偷车被抓因年老被释放,5,八旬 老汉 偷车 被 抓 因 年老 被 释放,5
9427,中秋恰逢金秋购房季 合家过节抄底小长假特惠房,1,中秋 恰逢 金秋 购房 季   合家 过节 抄底 小 长假 ,1
9428,澳又一私校倒闭 影响26名中国留学生,3,澳 又 一私校 倒闭   影响 26 名 中国 留学生,3
9429,百万人考国家公务员 因稳定背后的高福利,3,百万 人考 国家 公务员   因 稳定 背后 的 高福利,3
9430,让我默默守护你天迹OL主角背后的故事,8,让 我 默默 守护 你 天迹 OL 主角 背后 的 故事,8
9431,IMF：全球经济危机短时间内不会结束,2,IMF ： 全球 经济危机 短时间 内 不会 结束,2
9432,男子遭朋友绑架反向其借钱交赎金,5,男子 遭 朋友 绑架 反向 其 借钱 交 赎金,5
9433,澳大利亚男子被切8成胃后获悉无胃癌,5,澳大利亚 男子 被切 8 成胃 后 获悉 无 胃癌,5
9434,男子在西单文化广场再度自缚 疑存人格障碍(图),5,男子 在 西单 文化 广场 再度 自缚   疑存 人格障碍 ,5
9435,走势差强人意 短线或将弱势震荡,2,走势 差强人意   短线 或 将 弱势 震荡,2
9436,网龙将推出针对iPad的91助手软件,8,网龙 将 推出 针对 iPad 的 91 助手 软件,4
9437,彩色增强技术 索尼高清40W5500欲破7千,4,彩色 增强 技术   索尼 高清 40W5500 欲 破 7,4
9438,直击-张琳冠军气质有别刘翔 颁奖后方意外洒泪(图),7,直击 - 张琳 冠军 气质 有别 刘翔   颁奖 后方 意外,7
9439,工人讨装修款遭业主数落 当场吞20余片安眠药,5,工人 讨 装修 款 遭 业主 数落   当场 吞 20 余片,5
9440,《合金弹头XX》5月19日XBLA推出下载,8,《 合金弹头 XX 》 5 月 19 日 XBLA 推出 下,8
9441,台湾歌星刘文正再被传离世 好友称联系不上,9,台湾 歌星 刘文正 再 被 传 离世   好友 称 联系 不,9
9442,财经杂志：手机涉黄利益链“潜伏”,4,财经 杂志 ： 手机 涉黄 利益 链 “ 潜伏 ”,4
9443,《super萝莉拖拉机》温馨评测,8,《 super 萝莉 拖拉机 》 温馨 评测,4
9444,09年北大最小新生14岁 10%特困生将免费读,3,09 年 北大 最小 新生 14 岁   10% 特困生 将,3
9445,孙菲菲现身雅安电影周闭幕式 与郭晓冬相谈甚欢,9,孙菲菲 现身 雅安 电影周 闭幕式   与 郭晓冬 相谈甚欢,9
9446,质检总局称将确保国庆期间特种设备安全,6,质检 总局 称 将 确保 国庆 期间 特种设备 安全,6
9447,组图：格温-史蒂芬妮儿子公园游玩做引体向上,9,组图 ： 格温 - 史蒂芬 妮 儿子 公园 游玩 做 引体向,9
9448,河南省语委调查显示九成人反对44个汉字变形,3,河南省 语委 调查 显示 九成 人 反对 44 个 汉字 变,6
9449,麦当娜离婚将支付分手费7500万美元(图),9,麦当娜 离婚 将 支付 分手 费 7500 万美元 ( 图 ,9
9450,免费正版乐之旅 诺基亚乐随享体验心得,4,免费 正版 乐之旅   诺基亚 乐 随享 体验 心得,4
9451,老师白天教学晚上开赌场被判管制1年半,5,老师 白天 教学 晚上 开 赌场 被判 管制 1 年 半,5
9452,杨乐乐投资玩电影9月开拍 吴孟达汪涵主演,9,杨乐乐 投资 玩 电影 9 月 开拍   吴孟达 汪涵 主演,9
9453,经济数据欠缺说服力 英银QE2虎视眈眈,2,经济 数据 欠缺 说服力   英银 QE2 虎视眈眈,0
9454,男子网吧劝架时被打人者捅死,5,男子 网吧 劝架 时 被 打人者 捅 死,5
9455,奢侈品电商尚品网获5000万美元投资,4,奢侈品 电商 尚品 网获 5000 万美元 投资,4
9456,天津溃败掀第3轮逼宫风暴 不速之客印证泰达退出,7,天津 溃败 掀第 3 轮 逼宫 风暴   不速之客 印证 泰,8
9457,姜昆自曝曾被抢风头：李宇春出现后没人搭理我,9,姜昆 自 曝 曾 被 抢 风头 ： 李宇春 出现 后 没人 ,9
9458,伊朗抗议美军使用阿拉伯湾代替地名波斯湾,6,伊朗 抗议 美军 使用 阿拉伯湾 代替 地名 波斯湾,6
9459,沪商品住宅成交均价攀上春节以来新高,1,沪 商品住宅 成交 均价 攀 上 春节 以来 新高,1
9460,初中生冻死在学校排水沟续：正副两校长被免职,5,初中生 冻死 在 学校 排水沟 续 ： 正副 两 校长 被 ,5
9461,大兴保利茉莉公馆22日推1-4居17000元优惠1万5,1,大兴 保利 茉莉 公馆 22 日 推 1 - 4 居 170,1
9462,跨境ETF箭在弦上 挂钩港股指数ETF有望拔得头筹,0,跨境 ETF 箭在弦上   挂钩 港股 指数 ETF 有望 ,2
9463,编剧高满堂：李幼斌非神话，完全可超越,9,编剧 高 满堂 ： 李幼斌 非 神话 ， 完全 可 超越,9
